Quantifier,MoSS Variant Test,MoSS Variant Train,MAE,m_test,m_train,alpha
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.4122298525558219,0.8,0.5,0.1
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.5058823529411764,0.8,0.5,0.1
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.45151515151515154,0.8,0.5,0.1
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.4925925925925926,0.8,0.5,0.1
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.4483870967741935,0.8,0.5,0.1
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.42230454833562836,0.8,0.5,0.1
DyS,MoSS,MoSS_MN,0.36982793418607884,0.8,0.5,0.1
HDy,MoSS,MoSS_MN,0.355,0.8,0.5,0.1
SORD,MoSS,MoSS_MN,0.38,0.8,0.5,0.1
SMM,MoSS,MoSS_MN,0.37837281228400255,0.8,0.5,0.1
ACC,MoSS,MoSS_MN,0.3419642857142857,0.8,0.5,0.1
X_method,MoSS,MoSS_MN,0.3419642857142857,0.8,0.5,0.1
MAX,MoSS,MoSS_MN,0.2752759381898454,0.8,0.5,0.1
MS,MoSS,MoSS_MN,0.3774774774774774,0.8,0.5,0.1
MS2,MoSS,MoSS_MN,0.3774774774774774,0.8,0.5,0.1
CC,MoSS,MoSS_MN,0.38,0.8,0.5,0.1
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.37346222829281106,0.8,0.5,0.1
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.41000000000000003,0.8,0.5,0.1
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.38,0.8,0.5,0.1
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.38736365574772524,0.8,0.5,0.1
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.29855072463768106,0.8,0.5,0.1
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.1,0.8,0.5,0.1
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.568918918918919,0.8,0.5,0.1
QuadaptMoSS_MS,MoSS,MoSS_MN,0.1,0.8,0.5,0.1
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.5598639455782314,0.8,0.5,0.1
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.3405249085779313,0.8,0.5,0.1
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.365,0.8,0.5,0.1
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.37,0.8,0.5,0.1
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.37372298034175466,0.8,0.5,0.1
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.3522613065326633,0.8,0.5,0.1
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.35964912280701755,0.8,0.5,0.1
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.1,0.8,0.5,0.1
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.34324324324324307,0.8,0.5,0.1
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.35467836257309937,0.8,0.5,0.1
DyS,MoSS,MoSS_MN,0.26916234578359727,0.8,0.5,0.2
HDy,MoSS,MoSS_MN,0.21499999999999997,0.8,0.5,0.2
SORD,MoSS,MoSS_MN,0.27999999999999997,0.8,0.5,0.2
SMM,MoSS,MoSS_MN,0.2722065348161911,0.8,0.5,0.2
ACC,MoSS,MoSS_MN,0.2642857142857143,0.8,0.5,0.2
X_method,MoSS,MoSS_MN,0.2642857142857143,0.8,0.5,0.2
MAX,MoSS,MoSS_MN,0.1973509933774834,0.8,0.5,0.2
MS,MoSS,MoSS_MN,0.29,0.8,0.5,0.2
MS2,MoSS,MoSS_MN,0.3,0.8,0.5,0.2
CC,MoSS,MoSS_MN,0.29,0.8,0.5,0.2
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.2788208800643541,0.8,0.5,0.2
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.285,0.8,0.5,0.2
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.31,0.8,0.5,0.2
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.28496437572596006,0.8,0.5,0.2
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.2999999999999996,0.8,0.5,0.2
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.26621621621621616,0.8,0.5,0.2
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.2514925373134328,0.8,0.5,0.2
QuadaptMoSS_MS,MoSS,MoSS_MN,0.29,0.8,0.5,0.2
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.32409754224270354,0.8,0.5,0.2
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.25494616960731364,0.8,0.5,0.2
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.26999999999999996,0.8,0.5,0.2
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.27999999999999997,0.8,0.5,0.2
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.2701760759868295,0.8,0.5,0.2
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.28407643312101916,0.8,0.5,0.2
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.2558823529411766,0.8,0.5,0.2
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.26623794212218654,0.8,0.5,0.2
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.2675925925925926,0.8,0.5,0.2
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.2594594594594595,0.8,0.5,0.2
DyS,MoSS,MoSS_MN,0.28277062967588257,0.8,0.5,0.2
HDy,MoSS,MoSS_MN,0.25,0.8,0.5,0.2
SORD,MoSS,MoSS_MN,0.31,0.8,0.5,0.2
SMM,MoSS,MoSS_MN,0.29791698679114886,0.8,0.5,0.2
ACC,MoSS,MoSS_MN,0.2866071428571429,0.8,0.5,0.2
X_method,MoSS,MoSS_MN,0.2866071428571429,0.8,0.5,0.2
MAX,MoSS,MoSS_MN,0.21942604856512138,0.8,0.5,0.2
MS,MoSS,MoSS_MN,0.3,0.8,0.5,0.2
MS2,MoSS,MoSS_MN,0.3225225225225225,0.8,0.5,0.2
CC,MoSS,MoSS_MN,0.3,0.8,0.5,0.2
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.2723472110891441,0.8,0.5,0.2
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.25,0.8,0.5,0.2
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.32,0.8,0.5,0.2
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.2949682352824071,0.8,0.5,0.2
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.2745762711864406,0.8,0.5,0.2
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.2838709677419355,0.8,0.5,0.2
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.059649122807017424,0.8,0.5,0.2
QuadaptMoSS_MS,MoSS,MoSS_MN,0.2,0.8,0.5,0.2
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.2999999999999996,0.8,0.5,0.2
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.27003712159875576,0.8,0.5,0.2
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.26999999999999996,0.8,0.5,0.2
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.3,0.8,0.5,0.2
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.2849649846198101,0.8,0.5,0.2
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.31202749140893465,0.8,0.5,0.2
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.30155763239875394,0.8,0.5,0.2
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.23548387096774193,0.8,0.5,0.2
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.3,0.8,0.5,0.2
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.3463258785942492,0.8,0.5,0.2
DyS,MoSS,MoSS_MN,0.06939667226029855,0.8,0.5,0.2
HDy,MoSS,MoSS_MN,0.01999999999999999,0.8,0.5,0.2
SORD,MoSS,MoSS_MN,0.08000000000000002,0.8,0.5,0.2
SMM,MoSS,MoSS_MN,0.08463498118640794,0.8,0.5,0.2
ACC,MoSS,MoSS_MN,0.018750000000000044,0.8,0.5,0.2
X_method,MoSS,MoSS_MN,0.018750000000000044,0.8,0.5,0.2
MAX,MoSS,MoSS_MN,0.045474613686534215,0.8,0.5,0.2
MS,MoSS,MoSS_MN,0.05225225225225222,0.8,0.5,0.2
MS2,MoSS,MoSS_MN,0.05225225225225222,0.8,0.5,0.2
CC,MoSS,MoSS_MN,0.18,0.8,0.5,0.2
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.1258668940038128,0.8,0.5,0.2
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.10999999999999999,0.8,0.5,0.2
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.2,0.8,0.5,0.2
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.21198084820475588,0.8,0.5,0.2
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.07611940298507458,0.8,0.5,0.2
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.07058823529411767,0.8,0.5,0.2
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.200763358778626,0.8,0.5,0.2
QuadaptMoSS_MS,MoSS,MoSS_MN,0.07804878048780478,0.8,0.5,0.2
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.2,0.8,0.5,0.2
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.1274317533365396,0.8,0.5,0.2
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.10999999999999999,0.8,0.5,0.2
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.16999999999999998,0.8,0.5,0.2
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.16228304588844894,0.8,0.5,0.2
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.10592105263157886,0.8,0.5,0.2
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.08363636363636362,0.8,0.5,0.2
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.06732673267326733,0.8,0.5,0.2
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.2,0.8,0.5,0.2
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.1029100529100529,0.8,0.5,0.2
DyS,MoSS,MoSS_MN,0.07313574278018053,0.8,0.5,0.4
HDy,MoSS,MoSS_MN,0.07999999999999996,0.8,0.5,0.4
SORD,MoSS,MoSS_MN,0.08999999999999997,0.8,0.5,0.4
SMM,MoSS,MoSS_MN,0.06893314770377085,0.8,0.5,0.4
ACC,MoSS,MoSS_MN,0.041964285714285676,0.8,0.5,0.4
X_method,MoSS,MoSS_MN,0.041964285714285676,0.8,0.5,0.4
MAX,MoSS,MoSS_MN,0.024724061810154574,0.8,0.5,0.4
MS,MoSS,MoSS_MN,0.07747747747747741,0.8,0.5,0.4
MS2,MoSS,MoSS_MN,0.07747747747747741,0.8,0.5,0.4
CC,MoSS,MoSS_MN,0.07999999999999996,0.8,0.5,0.4
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.06641616700334713,0.8,0.5,0.4
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.13,0.8,0.5,0.4
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.4
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.08369071064304234,0.8,0.5,0.4
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.06899224806201548,0.8,0.5,0.4
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.2709677419354839,0.8,0.5,0.4
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.34045801526717534,0.8,0.5,0.4
QuadaptMoSS_MS,MoSS,MoSS_MN,0.09411764705882358,0.8,0.5,0.4
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.007142857142857784,0.8,0.5,0.4
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.042160996268182704,0.8,0.5,0.4
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.05499999999999999,0.8,0.5,0.4
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.07999999999999996,0.8,0.5,0.4
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.06829319104287329,0.8,0.5,0.4
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.04444444444444445,0.8,0.5,0.4
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.10370370370370408,0.8,0.5,0.4
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.04999999999999988,0.8,0.5,0.4
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.07999999999999996,0.8,0.5,0.4
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.29873417721519013,0.8,0.5,0.4
DyS,MoSS,MoSS_MN,0.2199006465273794,0.8,0.5,0.4
HDy,MoSS,MoSS_MN,0.265,0.8,0.5,0.4
SORD,MoSS,MoSS_MN,0.20999999999999996,0.8,0.5,0.4
SMM,MoSS,MoSS_MN,0.21037162741480764,0.8,0.5,0.4
ACC,MoSS,MoSS_MN,0.1535714285714287,0.8,0.5,0.4
X_method,MoSS,MoSS_MN,0.1535714285714287,0.8,0.5,0.4
MAX,MoSS,MoSS_MN,0.08565121412803534,0.8,0.5,0.4
MS,MoSS,MoSS_MN,0.1331858407079647,0.8,0.5,0.4
MS2,MoSS,MoSS_MN,0.19009009009009015,0.8,0.5,0.4
CC,MoSS,MoSS_MN,0.13,0.8,0.5,0.4
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.18313570891718545,0.8,0.5,0.4
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.22999999999999998,0.8,0.5,0.4
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.14,0.8,0.5,0.4
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.13872399781686395,0.8,0.5,0.4
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.1595238095238095,0.8,0.5,0.4
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.21068702290076347,0.8,0.5,0.4
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.25217391304347825,0.8,0.5,0.4
QuadaptMoSS_MS,MoSS,MoSS_MN,0.1420560747663553,0.8,0.5,0.4
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.1450479822834645,0.8,0.5,0.4
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.1329776767916998,0.8,0.5,0.4
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.17000000000000004,0.8,0.5,0.4
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.14,0.8,0.5,0.4
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.1496500164954777,0.8,0.5,0.4
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.10920245398773021,0.8,0.5,0.4
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.16655290102389075,0.8,0.5,0.4
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.24144736842105263,0.8,0.5,0.4
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.20619469026548676,0.8,0.5,0.4
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.18469945355191253,0.8,0.5,0.4
DyS,MoSS,MoSS_MN,0.12350884250007133,0.8,0.5,0.4
HDy,MoSS,MoSS_MN,0.06,0.8,0.5,0.4
SORD,MoSS,MoSS_MN,0.10999999999999999,0.8,0.5,0.4
SMM,MoSS,MoSS_MN,0.11675950091270282,0.8,0.5,0.4
ACC,MoSS,MoSS_MN,0.08660714285714288,0.8,0.5,0.4
X_method,MoSS,MoSS_MN,0.08660714285714288,0.8,0.5,0.4
MAX,MoSS,MoSS_MN,0.019426048565121368,0.8,0.5,0.4
MS,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.4
MS2,MoSS,MoSS_MN,0.12252252252252249,0.8,0.5,0.4
CC,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.4
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.10709352392622273,0.8,0.5,0.4
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.07499999999999996,0.8,0.5,0.4
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.14,0.8,0.5,0.4
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.1022998008708299,0.8,0.5,0.4
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.6,0.8,0.5,0.4
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.09416342412451362,0.8,0.5,0.4
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.4,0.8,0.5,0.4
QuadaptMoSS_MS,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.4
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.04363903771404565,0.8,0.5,0.4
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.08804142752000305,0.8,0.5,0.4
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.12,0.8,0.5,0.4
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.08999999999999997,0.8,0.5,0.4
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.09580338683968276,0.8,0.5,0.4
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.13608247422680408,0.8,0.5,0.4
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.1077720207253886,0.8,0.5,0.4
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.558904109589041,0.8,0.5,0.4
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.4
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.4
DyS,MoSS,MoSS_MN,0.160181055431656,0.8,0.5,0.6
HDy,MoSS,MoSS_MN,0.16499999999999998,0.8,0.5,0.6
SORD,MoSS,MoSS_MN,0.18,0.8,0.5,0.6
SMM,MoSS,MoSS_MN,0.16052151685644767,0.8,0.5,0.6
ACC,MoSS,MoSS_MN,0.2696428571428571,0.8,0.5,0.6
X_method,MoSS,MoSS_MN,0.2696428571428571,0.8,0.5,0.6
MAX,MoSS,MoSS_MN,0.3350993377483444,0.8,0.5,0.6
MS,MoSS,MoSS_MN,0.23513513513513512,0.8,0.5,0.6
MS2,MoSS,MoSS_MN,0.23513513513513512,0.8,0.5,0.6
CC,MoSS,MoSS_MN,0.16999999999999998,0.8,0.5,0.6
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.14198003063782816,0.8,0.5,0.6
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.12,0.8,0.5,0.6
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.15999999999999998,0.8,0.5,0.6
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.12777001077211153,0.8,0.5,0.6
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.6,0.8,0.5,0.6
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.2290322580645161,0.8,0.5,0.6
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.26666666666666666,0.8,0.5,0.6
QuadaptMoSS_MS,MoSS,MoSS_MN,0.18736059479553901,0.8,0.5,0.6
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.25126050420168067,0.8,0.5,0.6
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.18747109139614343,0.8,0.5,0.6
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.18,0.8,0.5,0.6
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.14999999999999997,0.8,0.5,0.6
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.14864942604610065,0.8,0.5,0.6
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.18181818181818177,0.8,0.5,0.6
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.2561085972850679,0.8,0.5,0.6
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.20132890365448508,0.8,0.5,0.6
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.1774647887323944,0.8,0.5,0.6
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.17807625139807304,0.8,0.5,0.6
DyS,MoSS,MoSS_MN,0.023513465259844657,0.8,0.5,0.6
HDy,MoSS,MoSS_MN,0.040000000000000036,0.8,0.5,0.6
SORD,MoSS,MoSS_MN,0.020000000000000018,0.8,0.5,0.6
SMM,MoSS,MoSS_MN,0.0016891697082652701,0.8,0.5,0.6
ACC,MoSS,MoSS_MN,0.11339285714285707,0.8,0.5,0.6
X_method,MoSS,MoSS_MN,0.11339285714285707,0.8,0.5,0.6
MAX,MoSS,MoSS_MN,0.1805739514348786,0.8,0.5,0.6
MS,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.6
MS2,MoSS,MoSS_MN,0.07747747747747746,0.8,0.5,0.6
CC,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.6
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.011750503445744465,0.8,0.5,0.6
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.030000000000000027,0.8,0.5,0.6
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.6
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.06596882207893329,0.8,0.5,0.6
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.16666666666666663,0.8,0.5,0.6
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.19090909090909125,0.8,0.5,0.6
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.022406639004149298,0.8,0.5,0.6
QuadaptMoSS_MS,MoSS,MoSS_MN,0.08275862068965512,0.8,0.5,0.6
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.6
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.08928658861887995,0.8,0.5,0.6
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.04999999999999993,0.8,0.5,0.6
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.08999999999999997,0.8,0.5,0.6
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.057287474407746064,0.8,0.5,0.6
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.11190476190476195,0.8,0.5,0.6
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.11555555555555547,0.8,0.5,0.6
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.006113537117903967,0.8,0.5,0.6
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.6
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.12235973597359728,0.8,0.5,0.6
DyS,MoSS,MoSS_MN,0.02879550443247325,0.8,0.5,0.6
HDy,MoSS,MoSS_MN,0.015000000000000013,0.8,0.5,0.6
SORD,MoSS,MoSS_MN,0.010000000000000009,0.8,0.5,0.6
SMM,MoSS,MoSS_MN,0.013138683962692022,0.8,0.5,0.6
ACC,MoSS,MoSS_MN,0.09107142857142847,0.8,0.5,0.6
X_method,MoSS,MoSS_MN,0.09107142857142847,0.8,0.5,0.6
MAX,MoSS,MoSS_MN,0.15849889624724056,0.8,0.5,0.6
MS,MoSS,MoSS_MN,0.08999999999999997,0.8,0.5,0.6
MS2,MoSS,MoSS_MN,0.05495495495495484,0.8,0.5,0.6
CC,MoSS,MoSS_MN,0.08999999999999997,0.8,0.5,0.6
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.028985156664557032,0.8,0.5,0.6
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.0050000000000000044,0.8,0.5,0.6
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.08999999999999997,0.8,0.5,0.6
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.06019934880042832,0.8,0.5,0.6
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.09003984063745019,0.8,0.5,0.6
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.07808764940239044,0.8,0.5,0.6
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.1789473684210527,0.8,0.5,0.6
QuadaptMoSS_MS,MoSS,MoSS_MN,0.08999999999999997,0.8,0.5,0.6
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.08965517241379317,0.8,0.5,0.6
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.08788827866546411,0.8,0.5,0.6
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.04999999999999993,0.8,0.5,0.6
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.029999999999999916,0.8,0.5,0.6
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.04875834495577913,0.8,0.5,0.6
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.09477351916376309,0.8,0.5,0.6
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.05549738219895295,0.8,0.5,0.6
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.1880398671096345,0.8,0.5,0.6
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.08999999999999997,0.8,0.5,0.6
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.0008583690987126191,0.8,0.5,0.6
DyS,MoSS,MoSS_MN,0.06731888935093389,0.8,0.5,0.8
HDy,MoSS,MoSS_MN,0.029999999999999916,0.8,0.5,0.8
SORD,MoSS,MoSS_MN,0.09999999999999998,0.8,0.5,0.8
SMM,MoSS,MoSS_MN,0.09305878639492604,0.8,0.5,0.8
ACC,MoSS,MoSS_MN,0.11250000000000004,0.8,0.5,0.8
X_method,MoSS,MoSS_MN,0.11250000000000004,0.8,0.5,0.8
MAX,MoSS,MoSS_MN,0.18189845474613697,0.8,0.5,0.8
MS,MoSS,MoSS_MN,0.13407079646017706,0.8,0.5,0.8
MS2,MoSS,MoSS_MN,0.0747747747747749,0.8,0.5,0.8
CC,MoSS,MoSS_MN,0.21000000000000008,0.8,0.5,0.8
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.14214698223852673,0.8,0.5,0.8
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.050000000000000044,0.8,0.5,0.8
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.20000000000000007,0.8,0.5,0.8
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.22370106656502264,0.8,0.5,0.8
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.03561643835616424,0.8,0.5,0.8
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.09795918367346945,0.8,0.5,0.8
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.08174603174603179,0.8,0.5,0.8
QuadaptMoSS_MS,MoSS,MoSS_MN,0.04552845528455263,0.8,0.5,0.8
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.10559440559440547,0.8,0.5,0.8
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.20184552853817783,0.8,0.5,0.8
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.12,0.8,0.5,0.8
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.20000000000000007,0.8,0.5,0.8
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.19480219351297978,0.8,0.5,0.8
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.09223744292237457,0.8,0.5,0.8
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.014723926380368346,0.8,0.5,0.8
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.17500000000000016,0.8,0.5,0.8
