Quantifier,MoSS Variant Test,MoSS Variant Train,m_proximity,MAE,m_test,alpha
HDy,MoSS,MoSS,0.25,0.07,0.5,0.1
HDy,MoSS,MoSS,0.5,0.009999999999999981,0.5,0.2
HDy,MoSS,MoSS,0.5,0.009999999999999953,0.5,0.4
HDy,MoSS,MoSS,0.25,0.04499999999999993,0.5,0.6
HDy,MoSS,MoSS,0.5,0.02499999999999991,0.5,0.8
HDy,MoSS,MoSS,0.5,0.030000000000000027,0.5,1.0
HDy,MoSS,MoSS,0.0,0.24999999999999997,0.75,0.1
HDy,MoSS,MoSS,0.25,0.15999999999999998,0.75,0.2
HDy,MoSS,MoSS,0.25,0.08999999999999997,0.75,0.4
HDy,MoSS,MoSS,0.0,0.04499999999999993,0.75,0.6
HDy,MoSS,MoSS,0.0,0.015000000000000124,0.75,0.8
HDy,MoSS,MoSS,0.0,0.21999999999999997,0.75,1.0
HDy,MoSS,MoSS,0.5,0.44500000000000006,1.0,0.1
HDy,MoSS,MoSS,0.0,0.20999999999999996,1.0,0.2
HDy,MoSS,MoSS,0.5,0.09999999999999998,1.0,0.4
HDy,MoSS,MoSS,0.0,0.06999999999999995,1.0,0.6
HDy,MoSS,MoSS,0.5,0.265,1.0,0.8
HDy,MoSS,MoSS,0.5,0.515,1.0,1.0
SORD,MoSS,MoSS,0.0,0.0,0.1,0.1
SORD,MoSS,MoSS,0.0,0.0,0.1,0.2
SORD,MoSS,MoSS,0.0,0.0,0.1,0.4
SORD,MoSS,MoSS,0.0,0.0,0.1,0.6
SORD,MoSS,MoSS,0.0,0.0,0.1,0.8
SORD,MoSS,MoSS,0.0,0.0,0.1,1.0
SORD,MoSS,MoSS,0.0,0.009999999999999995,0.25,0.1
SORD,MoSS,MoSS,0.0,0.03,0.25,0.2
SORD,MoSS,MoSS,0.0,0.0,0.25,0.4
SORD,MoSS,MoSS,0.0,0.0,0.25,0.6
SORD,MoSS,MoSS,0.0,0.010000000000000009,0.25,0.8
SORD,MoSS,MoSS,0.0,0.0,0.25,1.0
SORD,MoSS,MoSS,0.5,0.07,0.5,0.1
SORD,MoSS,MoSS,0.0,0.009999999999999981,0.5,0.2
SORD,MoSS,MoSS,0.5,0.12,0.5,0.4
SORD,MoSS,MoSS,0.5,0.05999999999999994,0.5,0.6
