Quantifier,Quadapt_Variant,MoSS_Test_Variant,MoSS_Train_Variant,MAE,m_test,m_train,alpha,Iteration
CC,MoSS,MoSS,MoSS,0.0,0.9,0.5,0.5,1
DyS,MoSS_MN,MoSS,MoSS,0.02143999508672967,0.9,0.5,0.5,1
HDy,MoSS_MN,MoSS,MoSS,0.0050000000000000044,0.9,0.5,0.5,1
SORD,MoSS_MN,MoSS,MoSS,0.03999999999999998,0.9,0.5,0.5,1
SMM,MoSS_MN,MoSS,MoSS,0.02181787338499991,0.9,0.5,0.5,1
ACC,MoSS_MN,MoSS,MoSS,0.017543859649122806,0.9,0.5,0.5,1
X_method,MoSS_MN,MoSS,MoSS,0.011312217194570096,0.9,0.5,0.5,1
T50,MoSS_MN,MoSS,MoSS,0.5,0.9,0.5,0.5,1
MAX,MoSS_MN,MoSS,MoSS,0.0472312703583061,0.9,0.5,0.5,1
MS,MoSS_MN,MoSS,MoSS,0.0,0.9,0.5,0.5,1
MS2,MoSS_MN,MoSS,MoSS,0.036912751677852296,0.9,0.5,0.5,1
CC,MoSS_MN,MoSS,MoSS,0.0,0.9,0.5,0.5,1
DyS,MoSS_Dir,MoSS,MoSS,0.01970381202985244,0.9,0.5,0.5,1
HDy,MoSS_Dir,MoSS,MoSS,0.04999999999999999,0.9,0.5,0.5,1
SORD,MoSS_Dir,MoSS,MoSS,0.03999999999999998,0.9,0.5,0.5,1
SMM,MoSS_Dir,MoSS,MoSS,0.06461972439770247,0.9,0.5,0.5,1
ACC,MoSS_Dir,MoSS,MoSS,0.2894736842105263,0.9,0.5,0.5,1
X_method,MoSS_Dir,MoSS,MoSS,0.006849315068493178,0.9,0.5,0.5,1
T50,MoSS_Dir,MoSS,MoSS,0.4890710382513661,0.9,0.5,0.5,1
MAX,MoSS_Dir,MoSS,MoSS,0.09259259259259262,0.9,0.5,0.5,1
MS,MoSS_Dir,MoSS,MoSS,0.08888888888888902,0.9,0.5,0.5,1
MS2,MoSS_Dir,MoSS,MoSS,0.011702127659574457,0.9,0.5,0.5,1
CC,MoSS_Dir,MoSS,MoSS,0.0,0.9,0.5,0.5,1
DyS,None,MoSS,MoSS,0.04352987964248228,0.9,0.5,0.5,1
HDy,None,MoSS,MoSS,0.06,0.9,0.5,0.5,1
SORD,None,MoSS,MoSS,0.02999999999999997,0.9,0.5,0.5,1
SMM,None,MoSS,MoSS,0.036448522916327,0.9,0.5,0.5,1
ACC,None,MoSS,MoSS,0.009127789046653123,0.9,0.5,0.5,1
X_method,None,MoSS,MoSS,0.006072874493927127,0.9,0.5,0.5,1
T50,None,MoSS,MoSS,0.4927710843373494,0.9,0.5,0.5,1
MAX,None,MoSS,MoSS,0.06287425149700604,0.9,0.5,0.5,1
MS,None,MoSS,MoSS,0.0,0.9,0.5,0.5,1
MS2,None,MoSS,MoSS,0.009127789046653123,0.9,0.5,0.5,1
CC,None,MoSS,MoSS,0.0,0.9,0.5,0.5,1
DyS,MoSS,MoSS,MoSS,0.13391827024098968,0.9,0.5,0.5,2
HDy,MoSS,MoSS,MoSS,0.15000000000000002,0.9,0.5,0.5,2
SORD,MoSS,MoSS,MoSS,0.14,0.9,0.5,0.5,2
SMM,MoSS,MoSS,MoSS,0.2601164765970404,0.9,0.5,0.5,2
ACC,MoSS,MoSS,MoSS,0.5,0.9,0.5,0.5,2
X_method,MoSS,MoSS,MoSS,0.15800865800865793,0.9,0.5,0.5,2
T50,MoSS,MoSS,MoSS,0.5,0.9,0.5,0.5,2
MAX,MoSS,MoSS,MoSS,0.08158995815899589,0.9,0.5,0.5,2
MS,MoSS,MoSS,MoSS,0.24452554744525523,0.9,0.5,0.5,2
MS2,MoSS,MoSS,MoSS,0.14583640383198215,0.9,0.5,0.5,2
CC,MoSS,MoSS,MoSS,0.06999999999999995,0.9,0.5,0.5,2
DyS,MoSS_MN,MoSS,MoSS,0.11515770372936196,0.9,0.5,0.5,2
HDy,MoSS_MN,MoSS,MoSS,0.17000000000000004,0.9,0.5,0.5,2
SORD,MoSS_MN,MoSS,MoSS,0.15000000000000002,0.9,0.5,0.5,2
SMM,MoSS_MN,MoSS,MoSS,0.13419325367948054,0.9,0.5,0.5,2
ACC,MoSS_MN,MoSS,MoSS,0.19312169312169292,0.9,0.5,0.5,2
X_method,MoSS_MN,MoSS,MoSS,0.11034482758620678,0.9,0.5,0.5,2
T50,MoSS_MN,MoSS,MoSS,0.5,0.9,0.5,0.5,2
MAX,MoSS_MN,MoSS,MoSS,0.06666666666666665,0.9,0.5,0.5,2
MS,MoSS_MN,MoSS,MoSS,0.11591695501730093,0.9,0.5,0.5,2
MS2,MoSS_MN,MoSS,MoSS,0.12629757785467122,0.9,0.5,0.5,2
CC,MoSS_MN,MoSS,MoSS,0.06999999999999995,0.9,0.5,0.5,2
DyS,MoSS_Dir,MoSS,MoSS,0.20565921723419855,0.9,0.5,0.5,2
HDy,MoSS_Dir,MoSS,MoSS,0.17000000000000004,0.9,0.5,0.5,2
SORD,MoSS_Dir,MoSS,MoSS,0.5,0.9,0.5,0.5,2
SMM,MoSS_Dir,MoSS,MoSS,0.11716355635557985,0.9,0.5,0.5,2
ACC,MoSS_Dir,MoSS,MoSS,0.20666666666666633,0.9,0.5,0.5,2
X_method,MoSS_Dir,MoSS,MoSS,0.18717948717948718,0.9,0.5,0.5,2
T50,MoSS_Dir,MoSS,MoSS,0.5,0.9,0.5,0.5,2
MAX,MoSS_Dir,MoSS,MoSS,0.11842105263157887,0.9,0.5,0.5,2
MS,MoSS_Dir,MoSS,MoSS,0.09817351598173507,0.9,0.5,0.5,2
MS2,MoSS_Dir,MoSS,MoSS,0.16315789473684184,0.9,0.5,0.5,2
CC,MoSS_Dir,MoSS,MoSS,0.06999999999999995,0.9,0.5,0.5,2
DyS,None,MoSS,MoSS,0.14161540468056077,0.9,0.5,0.5,2
HDy,None,MoSS,MoSS,0.14,0.9,0.5,0.5,2
SORD,None,MoSS,MoSS,0.15000000000000002,0.9,0.5,0.5,2
SMM,None,MoSS,MoSS,0.1538460239799302,0.9,0.5,0.5,2
ACC,None,MoSS,MoSS,0.15111561866125756,0.9,0.5,0.5,2
X_method,None,MoSS,MoSS,0.13562753036437236,0.9,0.5,0.5,2
T50,None,MoSS,MoSS,0.5,0.9,0.5,0.5,2
MAX,None,MoSS,MoSS,0.07684630738522935,0.9,0.5,0.5,2
MS,None,MoSS,MoSS,0.13562753036437236,0.9,0.5,0.5,2
MS2,None,MoSS,MoSS,0.15111561866125756,0.9,0.5,0.5,2
CC,None,MoSS,MoSS,0.06999999999999995,0.9,0.5,0.5,2
DyS,MoSS,MoSS,MoSS,0.03053379296637454,0.9,0.5,0.5,3
HDy,MoSS,MoSS,MoSS,0.14,0.9,0.5,0.5,3
SORD,MoSS,MoSS,MoSS,0.07,0.9,0.5,0.5,3
SMM,MoSS,MoSS,MoSS,0.05019432536564422,0.9,0.5,0.5,3
ACC,MoSS,MoSS,MoSS,0.5,0.9,0.5,0.5,3
X_method,MoSS,MoSS,MoSS,0.06800000000000006,0.9,0.5,0.5,3
T50,MoSS,MoSS,MoSS,0.24418604651162779,0.9,0.5,0.5,3
MAX,MoSS,MoSS,MoSS,0.4268292682926832,0.9,0.5,0.5,3
MS,MoSS,MoSS,MoSS,0.10000000000000026,0.9,0.5,0.5,3
MS2,MoSS,MoSS,MoSS,0.026315789473684237,0.9,0.5,0.5,3
CC,MoSS,MoSS,MoSS,0.020000000000000018,0.9,0.5,0.5,3
DyS,MoSS_MN,MoSS,MoSS,0.0045267292735369224,0.9,0.5,0.5,3
HDy,MoSS_MN,MoSS,MoSS,0.030000000000000027,0.9,0.5,0.5,3
SORD,MoSS_MN,MoSS,MoSS,0.12,0.9,0.5,0.5,3
SMM,MoSS_MN,MoSS,MoSS,0.0231407832687624,0.9,0.5,0.5,3
ACC,MoSS_MN,MoSS,MoSS,0.044642857142857206,0.9,0.5,0.5,3
X_method,MoSS_MN,MoSS,MoSS,0.04819277108433745,0.9,0.5,0.5,3
T50,MoSS_MN,MoSS,MoSS,0.4722222222222222,0.9,0.5,0.5,3
MAX,MoSS_MN,MoSS,MoSS,0.18648648648648652,0.9,0.5,0.5,3
MS,MoSS_MN,MoSS,MoSS,0.020000000000000018,0.9,0.5,0.5,3
MS2,MoSS_MN,MoSS,MoSS,0.026086956521739146,0.9,0.5,0.5,3
CC,MoSS_MN,MoSS,MoSS,0.020000000000000018,0.9,0.5,0.5,3
DyS,MoSS_Dir,MoSS,MoSS,0.2825943656564733,0.9,0.5,0.5,3
HDy,MoSS_Dir,MoSS,MoSS,0.10499999999999998,0.9,0.5,0.5,3
SORD,MoSS_Dir,MoSS,MoSS,0.18,0.9,0.5,0.5,3
SMM,MoSS_Dir,MoSS,MoSS,0.5,0.9,0.5,0.5,3
ACC,MoSS_Dir,MoSS,MoSS,0.5,0.9,0.5,0.5,3
X_method,MoSS_Dir,MoSS,MoSS,0.1071428571428571,0.9,0.5,0.5,3
T50,MoSS_Dir,MoSS,MoSS,0.3374999999999999,0.9,0.5,0.5,3
MAX,MoSS_Dir,MoSS,MoSS,0.5,0.9,0.5,0.5,3
MS,MoSS_Dir,MoSS,MoSS,0.09756097560975602,0.9,0.5,0.5,3
MS2,MoSS_Dir,MoSS,MoSS,0.020000000000000018,0.9,0.5,0.5,3
CC,MoSS_Dir,MoSS,MoSS,0.020000000000000018,0.9,0.5,0.5,3
DyS,None,MoSS,MoSS,0.046215629785513246,0.9,0.5,0.5,3
HDy,None,MoSS,MoSS,0.10999999999999999,0.9,0.5,0.5,3
SORD,None,MoSS,MoSS,0.03999999999999998,0.9,0.5,0.5,3
SMM,None,MoSS,MoSS,0.043732220017543566,0.9,0.5,0.5,3
ACC,None,MoSS,MoSS,0.031440162271805294,0.9,0.5,0.5,3
X_method,None,MoSS,MoSS,0.046558704453441346,0.9,0.5,0.5,3
T50,None,MoSS,MoSS,0.444578313253012,0.9,0.5,0.5,3
MAX,None,MoSS,MoSS,0.10279441117764482,0.9,0.5,0.5,3
MS,None,MoSS,MoSS,0.020000000000000018,0.9,0.5,0.5,3
MS2,None,MoSS,MoSS,0.031440162271805294,0.9,0.5,0.5,3
CC,None,MoSS,MoSS,0.020000000000000018,0.9,0.5,0.5,3
DyS,MoSS,MoSS,MoSS,0.20023017741826865,0.9,0.5,0.75,1
HDy,MoSS,MoSS,MoSS,0.0,0.9,0.5,0.75,1
SORD,MoSS,MoSS,MoSS,0.20999999999999996,0.9,0.5,0.75,1
SMM,MoSS,MoSS,MoSS,0.030108919212739838,0.9,0.5,0.75,1
ACC,MoSS,MoSS,MoSS,0.21938775510204112,0.9,0.5,0.75,1
X_method,MoSS,MoSS,MoSS,0.24049429657794674,0.9,0.5,0.75,1
T50,MoSS,MoSS,MoSS,0.23984771573604058,0.9,0.5,0.75,1
MAX,MoSS,MoSS,MoSS,0.25,0.9,0.5,0.75,1
MS,MoSS,MoSS,MoSS,0.03571428571428559,0.9,0.5,0.75,1
MS2,MoSS,MoSS,MoSS,0.2518367297779062,0.9,0.5,0.75,1
CC,MoSS,MoSS,MoSS,0.25,0.9,0.5,0.75,1
DyS,MoSS_MN,MoSS,MoSS,0.24888431883426176,0.9,0.5,0.75,1
HDy,MoSS_MN,MoSS,MoSS,0.25,0.9,0.5,0.75,1
SORD,MoSS_MN,MoSS,MoSS,0.25,0.9,0.5,0.75,1
SMM,MoSS_MN,MoSS,MoSS,0.17670728525156387,0.9,0.5,0.75,1
ACC,MoSS_MN,MoSS,MoSS,0.2579726651480637,0.9,0.5,0.75,1
X_method,MoSS_MN,MoSS,MoSS,0.25230414746543783,0.9,0.5,0.75,1
T50,MoSS_MN,MoSS,MoSS,0.23412698412698407,0.9,0.5,0.75,1
MAX,MoSS_MN,MoSS,MoSS,0.26006711409395966,0.9,0.5,0.75,1
MS,MoSS_MN,MoSS,MoSS,0.25,0.9,0.5,0.75,1
MS2,MoSS_MN,MoSS,MoSS,0.3041125541125541,0.9,0.5,0.75,1
CC,MoSS_MN,MoSS,MoSS,0.25,0.9,0.5,0.75,1
DyS,MoSS_Dir,MoSS,MoSS,0.4318372017473282,0.9,0.5,0.75,1
HDy,MoSS_Dir,MoSS,MoSS,0.43,0.9,0.5,0.75,1
SORD,MoSS_Dir,MoSS,MoSS,0.27,0.9,0.5,0.75,1
SMM,MoSS_Dir,MoSS,MoSS,0.40748113008726455,0.9,0.5,0.75,1
ACC,MoSS_Dir,MoSS,MoSS,0.09999999999999998,0.9,0.5,0.75,1
X_method,MoSS_Dir,MoSS,MoSS,0.25000000000000044,0.9,0.5,0.75,1
T50,MoSS_Dir,MoSS,MoSS,0.25,0.9,0.5,0.75,1
MAX,MoSS_Dir,MoSS,MoSS,0.008139534883720989,0.9,0.5,0.75,1
MS,MoSS_Dir,MoSS,MoSS,0.24327354260089684,0.9,0.5,0.75,1
MS2,MoSS_Dir,MoSS,MoSS,0.25,0.9,0.5,0.75,1
CC,MoSS_Dir,MoSS,MoSS,0.25,0.9,0.5,0.75,1
DyS,None,MoSS,MoSS,0.20545085381908557,0.9,0.5,0.75,1
HDy,None,MoSS,MoSS,0.19499999999999995,0.9,0.5,0.75,1
SORD,None,MoSS,MoSS,0.21999999999999997,0.9,0.5,0.75,1
SMM,None,MoSS,MoSS,0.20168785652555743,0.9,0.5,0.75,1
ACC,None,MoSS,MoSS,0.2509671179883946,0.9,0.5,0.75,1
X_method,None,MoSS,MoSS,0.2509671179883946,0.9,0.5,0.75,1
T50,None,MoSS,MoSS,0.24307159353348728,0.9,0.5,0.75,1
MAX,None,MoSS,MoSS,0.23262548262548266,0.9,0.5,0.75,1
MS,None,MoSS,MoSS,0.25,0.9,0.5,0.75,1
MS2,None,MoSS,MoSS,0.23262548262548266,0.9,0.5,0.75,1
CC,None,MoSS,MoSS,0.25,0.9,0.5,0.75,1
DyS,MoSS,MoSS,MoSS,0.4007289080346022,0.9,0.5,0.75,2
HDy,MoSS,MoSS,MoSS,0.575,0.9,0.5,0.75,2
SORD,MoSS,MoSS,MoSS,0.75,0.9,0.5,0.75,2
SMM,MoSS,MoSS,MoSS,0.3167574963071169,0.9,0.5,0.75,2
ACC,MoSS,MoSS,MoSS,0.41292134831460675,0.9,0.5,0.75,2
X_method,MoSS,MoSS,MoSS,0.5892857142857144,0.9,0.5,0.75,2
T50,MoSS,MoSS,MoSS,0.07524271844660191,0.9,0.5,0.75,2
MAX,MoSS,MoSS,MoSS,0.4192607003891051,0.9,0.5,0.75,2
MS,MoSS,MoSS,MoSS,0.4126016260162602,0.9,0.5,0.75,2
MS2,MoSS,MoSS,MoSS,0.75,0.9,0.5,0.75,2
CC,MoSS,MoSS,MoSS,0.33,0.9,0.5,0.75,2
DyS,MoSS_MN,MoSS,MoSS,0.34470855969166475,0.9,0.5,0.75,2
HDy,MoSS_MN,MoSS,MoSS,0.35,0.9,0.5,0.75,2
SORD,MoSS_MN,MoSS,MoSS,0.39,0.9,0.5,0.75,2
SMM,MoSS_MN,MoSS,MoSS,0.3744147855015621,0.9,0.5,0.75,2
ACC,MoSS_MN,MoSS,MoSS,0.3249440715883669,0.9,0.5,0.75,2
X_method,MoSS_MN,MoSS,MoSS,0.342255125284738,0.9,0.5,0.75,2
T50,MoSS_MN,MoSS,MoSS,0.054444444444444406,0.9,0.5,0.75,2
MAX,MoSS_MN,MoSS,MoSS,0.36421319796954327,0.9,0.5,0.75,2
MS,MoSS_MN,MoSS,MoSS,0.3526936026936028,0.9,0.5,0.75,2
MS2,MoSS_MN,MoSS,MoSS,0.34591308241982904,0.9,0.5,0.75,2
CC,MoSS_MN,MoSS,MoSS,0.33,0.9,0.5,0.75,2
DyS,MoSS_Dir,MoSS,MoSS,0.46639812395688135,0.9,0.5,0.75,2
HDy,MoSS_Dir,MoSS,MoSS,0.31000000000000005,0.9,0.5,0.75,2
SORD,MoSS_Dir,MoSS,MoSS,0.64,0.9,0.5,0.75,2
SMM,MoSS_Dir,MoSS,MoSS,0.5463905030636264,0.9,0.5,0.75,2
ACC,MoSS_Dir,MoSS,MoSS,0.75,0.9,0.5,0.75,2
X_method,MoSS_Dir,MoSS,MoSS,0.4288990825688074,0.9,0.5,0.75,2
T50,MoSS_Dir,MoSS,MoSS,0.04365079365079361,0.9,0.5,0.75,2
MAX,MoSS_Dir,MoSS,MoSS,0.13297872340425532,0.9,0.5,0.75,2
MS,MoSS_Dir,MoSS,MoSS,0.41509433962264153,0.9,0.5,0.75,2
MS2,MoSS_Dir,MoSS,MoSS,0.75,0.9,0.5,0.75,2
CC,MoSS_Dir,MoSS,MoSS,0.33,0.9,0.5,0.75,2
DyS,None,MoSS,MoSS,0.37943405531155994,0.9,0.5,0.75,2
HDy,None,MoSS,MoSS,0.41000000000000003,0.9,0.5,0.75,2
SORD,None,MoSS,MoSS,0.37,0.9,0.5,0.75,2
SMM,None,MoSS,MoSS,0.3819870119889995,0.9,0.5,0.75,2
ACC,None,MoSS,MoSS,0.4057059961315281,0.9,0.5,0.75,2
X_method,None,MoSS,MoSS,0.4057059961315281,0.9,0.5,0.75,2
T50,None,MoSS,MoSS,0.05831408775981517,0.9,0.5,0.75,2
MAX,None,MoSS,MoSS,0.3870656370656371,0.9,0.5,0.75,2
MS,None,MoSS,MoSS,0.3870656370656371,0.9,0.5,0.75,2
MS2,None,MoSS,MoSS,0.3870656370656371,0.9,0.5,0.75,2
CC,None,MoSS,MoSS,0.33,0.9,0.5,0.75,2
DyS,MoSS,MoSS,MoSS,0.40086952652831515,0.9,0.5,0.75,3
HDy,MoSS,MoSS,MoSS,0.495,0.9,0.5,0.75,3
SORD,MoSS,MoSS,MoSS,0.39999999999999997,0.9,0.5,0.75,3
SMM,MoSS,MoSS,MoSS,0.75,0.9,0.5,0.75,3
ACC,MoSS,MoSS,MoSS,0.75,0.9,0.5,0.75,3
X_method,MoSS,MoSS,MoSS,0.5230496453900709,0.9,0.5,0.75,3
T50,MoSS,MoSS,MoSS,0.75,0.9,0.5,0.75,3
MAX,MoSS,MoSS,MoSS,0.75,0.9,0.5,0.75,3
MS,MoSS,MoSS,MoSS,0.3952830188679246,0.9,0.5,0.75,3
MS2,MoSS,MoSS,MoSS,0.2954943132108488,0.9,0.5,0.75,3
CC,MoSS,MoSS,MoSS,0.33,0.9,0.5,0.75,3
DyS,MoSS_MN,MoSS,MoSS,0.34693680754364653,0.9,0.5,0.75,3
HDy,MoSS_MN,MoSS,MoSS,0.385,0.9,0.5,0.75,3
SORD,MoSS_MN,MoSS,MoSS,0.36,0.9,0.5,0.75,3
SMM,MoSS_MN,MoSS,MoSS,0.38341868416375896,0.9,0.5,0.75,3
ACC,MoSS_MN,MoSS,MoSS,0.36224489795918374,0.9,0.5,0.75,3
X_method,MoSS_MN,MoSS,MoSS,0.3646496815286625,0.9,0.5,0.75,3
T50,MoSS_MN,MoSS,MoSS,0.031065088757396553,0.9,0.5,0.75,3
MAX,MoSS_MN,MoSS,MoSS,0.5368020304568528,0.9,0.5,0.75,3
MS,MoSS_MN,MoSS,MoSS,0.36442006269592486,0.9,0.5,0.75,3
MS2,MoSS_MN,MoSS,MoSS,0.4222463398967862,0.9,0.5,0.75,3
CC,MoSS_MN,MoSS,MoSS,0.33,0.9,0.5,0.75,3
DyS,MoSS_Dir,MoSS,MoSS,0.4918797415301346,0.9,0.5,0.75,3
HDy,MoSS_Dir,MoSS,MoSS,0.41,0.9,0.5,0.75,3
SORD,MoSS_Dir,MoSS,MoSS,0.47,0.9,0.5,0.75,3
SMM,MoSS_Dir,MoSS,MoSS,0.75,0.9,0.5,0.75,3
ACC,MoSS_Dir,MoSS,MoSS,0.75,0.9,0.5,0.75,3
X_method,MoSS_Dir,MoSS,MoSS,0.4328193832599119,0.9,0.5,0.75,3
T50,MoSS_Dir,MoSS,MoSS,0.04081632653061218,0.9,0.5,0.75,3
MAX,MoSS_Dir,MoSS,MoSS,0.49458874458874463,0.9,0.5,0.75,3
MS,MoSS_Dir,MoSS,MoSS,0.4195278969957082,0.9,0.5,0.75,3
MS2,MoSS_Dir,MoSS,MoSS,0.4108695652173913,0.9,0.5,0.75,3
CC,MoSS_Dir,MoSS,MoSS,0.33,0.9,0.5,0.75,3
DyS,None,MoSS,MoSS,0.38304349442583113,0.9,0.5,0.75,3
HDy,None,MoSS,MoSS,0.385,0.9,0.5,0.75,3
SORD,None,MoSS,MoSS,0.37,0.9,0.5,0.75,3
SMM,None,MoSS,MoSS,0.3813849175359085,0.9,0.5,0.75,3
ACC,None,MoSS,MoSS,0.4057059961315281,0.9,0.5,0.75,3
X_method,None,MoSS,MoSS,0.4057059961315281,0.9,0.5,0.75,3
T50,None,MoSS,MoSS,0.05831408775981517,0.9,0.5,0.75,3
MAX,None,MoSS,MoSS,0.3870656370656371,0.9,0.5,0.75,3
MS,None,MoSS,MoSS,0.3870656370656371,0.9,0.5,0.75,3
MS2,None,MoSS,MoSS,0.3870656370656371,0.9,0.5,0.75,3
CC,None,MoSS,MoSS,0.33,0.9,0.5,0.75,3
DyS,MoSS,MoSS,MoSS,0.008781670085405036,0.1,0.8,0.25,1
HDy,MoSS,MoSS,MoSS,0.035,0.1,0.8,0.25,1
SORD,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,1
SMM,MoSS,MoSS,MoSS,0.0014872140506407838,0.1,0.8,0.25,1
ACC,MoSS,MoSS,MoSS,0.0015030060120240496,0.1,0.8,0.25,1
X_method,MoSS,MoSS,MoSS,0.0010040160642570406,0.1,0.8,0.25,1
T50,MoSS,MoSS,MoSS,0.2540322580645161,0.1,0.8,0.25,1
MAX,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,1
MS,MoSS,MoSS,MoSS,0.003012048192771094,0.1,0.8,0.25,1
MS2,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,1
CC,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,1
DyS,MoSS_MN,MoSS,MoSS,0.015135503692396413,0.1,0.8,0.25,1
HDy,MoSS_MN,MoSS,MoSS,0.01999999999999999,0.1,0.8,0.25,1
SORD,MoSS_MN,MoSS,MoSS,0.010000000000000009,0.1,0.8,0.25,1
SMM,MoSS_MN,MoSS,MoSS,0.12282442515929834,0.1,0.8,0.25,1
ACC,MoSS_MN,MoSS,MoSS,0.024774774774774744,0.1,0.8,0.25,1
X_method,MoSS_MN,MoSS,MoSS,0.03251121076233182,0.1,0.8,0.25,1
T50,MoSS_MN,MoSS,MoSS,0.24166666666666664,0.1,0.8,0.25,1
MAX,MoSS_MN,MoSS,MoSS,0.04379157427937913,0.1,0.8,0.25,1
MS,MoSS_MN,MoSS,MoSS,0.029017857142857123,0.1,0.8,0.25,1
MS2,MoSS_MN,MoSS,MoSS,0.01878372768783726,0.1,0.8,0.25,1
CC,MoSS_MN,MoSS,MoSS,0.0,0.1,0.8,0.25,1
DyS,MoSS_Dir,MoSS,MoSS,0.004399807935221378,0.1,0.8,0.25,1
HDy,MoSS_Dir,MoSS,MoSS,0.015000000000000013,0.1,0.8,0.25,1
SORD,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,1
SMM,MoSS_Dir,MoSS,MoSS,0.0214673021937285,0.1,0.8,0.25,1
ACC,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,1
X_method,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,1
T50,MoSS_Dir,MoSS,MoSS,0.2560728744939271,0.1,0.8,0.25,1
MAX,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,1
MS,MoSS_Dir,MoSS,MoSS,0.0015030060120240496,0.1,0.8,0.25,1
MS2,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,1
CC,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,1
DyS,None,MoSS,MoSS,0.24995544760595234,0.1,0.8,0.25,1
HDy,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
SORD,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
SMM,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
ACC,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
X_method,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
T50,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
MAX,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
MS,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
MS2,None,MoSS,MoSS,0.25,0.1,0.8,0.25,1
CC,None,MoSS,MoSS,0.0,0.1,0.8,0.25,1
DyS,MoSS,MoSS,MoSS,0.0007313829807736316,0.1,0.8,0.25,2
HDy,MoSS,MoSS,MoSS,0.024999999999999994,0.1,0.8,0.25,2
SORD,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,2
SMM,MoSS,MoSS,MoSS,0.0076500141695103885,0.1,0.8,0.25,2
ACC,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,2
X_method,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,2
T50,MoSS,MoSS,MoSS,0.22528517110266155,0.1,0.8,0.25,2
MAX,MoSS,MoSS,MoSS,0.0015030060120240496,0.1,0.8,0.25,2
MS,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,2
MS2,MoSS,MoSS,MoSS,0.0005010020040079888,0.1,0.8,0.25,2
CC,MoSS,MoSS,MoSS,0.0,0.1,0.8,0.25,2
DyS,MoSS_MN,MoSS,MoSS,0.004312592837937612,0.1,0.8,0.25,2
HDy,MoSS_MN,MoSS,MoSS,0.04999999999999999,0.1,0.8,0.25,2
SORD,MoSS_MN,MoSS,MoSS,0.04999999999999999,0.1,0.8,0.25,2
SMM,MoSS_MN,MoSS,MoSS,0.12898865769017218,0.1,0.8,0.25,2
ACC,MoSS_MN,MoSS,MoSS,0.03651685393258425,0.1,0.8,0.25,2
X_method,MoSS_MN,MoSS,MoSS,0.03359908883826876,0.1,0.8,0.25,2
T50,MoSS_MN,MoSS,MoSS,0.2540322580645161,0.1,0.8,0.25,2
MAX,MoSS_MN,MoSS,MoSS,0.06179138321995467,0.1,0.8,0.25,2
MS,MoSS_MN,MoSS,MoSS,0.023242630385487517,0.1,0.8,0.25,2
MS2,MoSS_MN,MoSS,MoSS,0.04600886917960087,0.1,0.8,0.25,2
CC,MoSS_MN,MoSS,MoSS,0.0,0.1,0.8,0.25,2
DyS,MoSS_Dir,MoSS,MoSS,0.005063109241572494,0.1,0.8,0.25,2
HDy,MoSS_Dir,MoSS,MoSS,0.03,0.1,0.8,0.25,2
SORD,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,2
SMM,MoSS_Dir,MoSS,MoSS,0.012926447894930138,0.1,0.8,0.25,2
ACC,MoSS_Dir,MoSS,MoSS,0.0005010020040079888,0.1,0.8,0.25,2
X_method,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,2
T50,MoSS_Dir,MoSS,MoSS,0.2686721991701245,0.1,0.8,0.25,2
MAX,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,2
MS,MoSS_Dir,MoSS,MoSS,0.0005010020040079888,0.1,0.8,0.25,2
MS2,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,2
CC,MoSS_Dir,MoSS,MoSS,0.0,0.1,0.8,0.25,2
DyS,None,MoSS,MoSS,0.24995544760595234,0.1,0.8,0.25,2
HDy,None,MoSS,MoSS,0.25,0.1,0.8,0.25,2
SORD,None,MoSS,MoSS,0.25,0.1,0.8,0.25,2
SMM,None,MoSS,MoSS,0.25,0.1,0.8,0.25,2
ACC,None,MoSS,MoSS,0.25,0.1,0.8,0.25,2
X_method,None,MoSS,MoSS,0.25,0.1,0.8,0.25,2
T50,None,MoSS,MoSS,0.25,0.1,0.8,0.25,2
